KO	base_KO	symbol	name	module	pathways	n_isolates	Pauljensenia__(9)	Actinomyces__(15)	Staphy.+Nialla__(10)	Cupriayidus__(8)	Cutibacterium__(14)	Fusobacterium+Leptotrichia__(13)	Gemella__(5)	Granulicatella__(12)	Haemophilus__(11)	Micrococcus__(7)	Prevotella__(6)	Rothia__(4)	Strep.II__(2)	Strep.I__(1)	Veillonella__(3)
K07005	K07005	K07005	uncharacterized protein	""	""	41	-0.398	-0.395	-0.832	-0.483	1.034	0.634	-1.013	-0.547	-0.296	1.57	1.637	1.699	-1.386	-1.659	1.756
K07006	K07006	K07006	uncharacterized protein	""	""	4	0.299	0.729	0.299	0.809	0.729	2.083	0.123	0.579	0.375	0.809	0.175	0.123	-0.229	-0.472	0.076
K07007	K07007	baiN	3-dehydro-bile acid Delta4,6-reductase [EC:1.3.1.114]	""	map00121 Secondary bile acid biosynthesis	92	-1.625	-1.153	0.715	-1.29	-1.153	-0.755	0.895	0.431	0.637	-1.703	0.841	-1.838	1.263	1.527	0.944
K07009	K07009	gatD	lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]	""	map00550 Peptidoglycan biosynthesis,map01100 Metabolic pathways	84	0.847	0.411	0.414	-1.553	0.411	-1.175	1.029	0.562	-1.394	-1.553	-1.619	1.029	1.049	1.677	-1.737
K07010	K07010	K07010	putative glutamine amidotransferase	""	""	89	0.766	-1.101	-1.138	-1.644	-1.101	0.482	0.947	0.482	-1.481	-1.644	0.893	-1.776	1.317	1.585	0.996
K07011	K07011					63	1.157	0.713	-0.728	-0.815	-0.713	-0.308	-1.345	-0.866	-1.077	-0.815	1.289	-1.345	-0.52	1.387	1.397
K07012	K07012	cas3	CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 5.6.2.4]	""	""	34	1.625	0.441	-0.715	0.89	-0.28	0.755	-0.895	-0.431	0.268	-0.362	-0.434	1.838	-0.56	-0.335	-0.944
K07014	K07014	K07014	uncharacterized protein	""	""	7	0.066	0.496	0.066	0	0.496	0.346	-0.11	0.346	2.721	0	0.877	-0.11	-0.464	-0.709	-0.158
K07015	K07015	yqeG	putative phosphatase [EC:3.1.3.-]	""	""	90	0.749	0.314	0.749	-1.663	-1.118	-1.277	0.93	0.465	-1.5	0.398	-1.732	0.93	1.299	1.566	-1.856
K12952	K07015	ctpE	cation-transporting P-type ATPase E [EC:7.2.2.-]	""	""	90	0.749	0.314	0.749	-1.663	-1.118	-1.277	0.93	0.465	-1.5	0.398	-1.732	0.93	1.299	1.566	-1.856
K07016	K07016	csm1, cas10	CRISPR-associated protein Csm1	""	""	25	0.974	-0.108	-0.54	-0.607	-0.108	1.499	-0.719	-0.258	-0.463	-0.607	0.139	-0.719	0.038	-0.119	1.104
K07017	K07017	K07017	uncharacterized protein	""	""	73	-1.304	-0.853	-0.875	0.668	-0.853	-1.008	1.198	0.725	0.934	-1.375	-1.439	-1.497	1.583	1.875	-1.55
K07018	K07018	K07018	uncharacterized protein	""	""	17	-0.342	0.089	-0.342	2.194	0.089	-0.061	-0.52	-0.061	-0.265	0.031	-0.467	2.389	-0.877	-1.128	-0.567
K07023	K07023	YGK1, HDDC2	5'-deoxynucleotidase [EC:3.1.3.89]	""	map00230 Purine metabolism,map00240 Pyrimidine metabolism,map01100 Metabolic pathways,map01232 Nucleotide metabolism	56	-1.056	-0.615	0.83	-0.317	0.811	-0.768	1.45	0.965	-0.977	0.523	-1.187	-1.242	-0.279	0.903	-1.293
K07025	K07025	K07025	putative hydrolase of the HAD superfamily	""	""	117	0.044	-0.386	0.044	0.11	-1.894	-1.52	0.221	-0.236	-0.032	0.11	0.169	0.221	0.575	0.821	-1.447
K07027	K07027	K07027	glycosyltransferase 2 family protein	""	""	44	-0.879	-0.442	1.445	-0.531	-0.442	-0.593	1.645	-0.593	-0.8	-0.531	1.585	-1.061	-1.437	-0.127	1.701
K07028	K07028	K07028	uncharacterized protein	""	""	5	0.208	2.239	0.208	0.142	2.239	0.488	0.032	0.488	0.285	0.68	0.084	0.032	-0.321	-0.564	-0.015
K10843	K07028	ERCC3, XPB	DNA excision repair protein ERCC-3 [EC:5.6.2.4]	""	map03022 Basal transcription factors,map03420 Nucleotide excision repair	5	0.208	2.239	0.208	0.142	2.239	0.488	0.032	0.488	0.285	0.68	0.084	0.032	-0.321	-0.564	-0.015
K13019	K07028	wbpI, wlbD	UDP-GlcNAc3NAcA epimerase [EC:5.1.3.23]	""	map00520 Amino sugar and nucleotide sugar metabolism,map00541 O-Antigen nucleotide sugar biosynthesis,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars	5	0.208	2.239	0.208	0.142	2.239	0.488	0.032	0.488	0.285	0.68	0.084	0.032	-0.321	-0.564	-0.015
K07029	K07029	dagK	diacylglycerol kinase (ATP) [EC:2.7.1.107]	""	map00561 Glycerolipid metabolism,map00564 Glycerophospholipid metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites	46	-0.909	0.956	1.412	-0.977	-0.472	-0.062	-1.092	-0.623	-0.831	-0.562	-1.038	-1.092	-0.112	2.474	-1.141
K07030	K07030	fakA	fatty acid kinase [EC:2.7.2.18]	""	""	93	0.697	0.263	0.697	-1.724	-1.171	0.413	0.877	0.413	-1.557	0.344	-1.795	0.877	1.244	1.508	-1.922
K07032	K07032	K07032	uncharacterized protein	""	""	17	-0.342	0.089	1.216	0.031	0.089	-0.061	-0.52	-0.061	-0.265	1.77	-0.041	-0.52	-0.142	-0.187	-0.567
K07033	K07033	K07033	uncharacterized protein	""	""	112	0.248	-0.183	0.248	-2.352	-0.183	-1.267	0.425	-0.033	-2.115	0.314	0.373	0.425	0.782	1.03	0.473
K09013	K07033	sufC	Fe-S cluster assembly ATP-binding protein	""	""	112	0.248	-0.183	0.248	-2.352	-0.183	-1.267	0.425	-0.033	-2.115	0.314	0.373	0.425	0.782	1.03	0.473
K09014	K07033	sufB	Fe-S cluster assembly protein SufB	""	""	112	0.248	-0.183	0.248	-2.352	-0.183	-1.267	0.425	-0.033	-2.115	0.314	0.373	0.425	0.782	1.03	0.473
K09015	K07033	sufD	Fe-S cluster assembly protein SufD	""	""	112	0.248	-0.183	0.248	-2.352	-0.183	-1.267	0.425	-0.033	-2.115	0.314	0.373	0.425	0.782	1.03	0.473
K07034	K07034	K07034	uncharacterized protein	""	""	18	-0.37	0.061	-0.37	1.728	0.061	-0.089	-0.548	-0.089	1.025	-0.437	-0.495	-0.548	-0.906	-1.158	2.029
K07035	K07035	K07035	uncharacterized protein	""	""	22	-0.473	-0.04	1.916	-0.539	-0.04	1.013	2.168	1.574	-0.396	-0.539	-0.598	-0.651	-0.291	-1.265	-0.699
K07037	K07037	pgpH	cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-]	""	""	15	-0.281	0.15	0.18	-0.347	0.15	1.795	-0.458	1.795	-0.204	-0.347	2.403	-0.458	-0.815	-1.065	-0.506
K07038	K07038	K07038	inner membrane protein	""	""	21	-0.449	-0.016	1.947	-0.515	-0.016	-0.167	-0.627	-0.167	-0.372	1.619	-0.574	2.205	-0.986	-1.24	-0.675
K07039	K07039	K07039	uncharacterized protein	""	""	32	1.666	1.19	-0.679	1.332	1.19	-0.396	-0.859	-0.396	-0.601	1.745	-0.805	1.883	-1.225	-1.488	-0.907
K07041	K07041	K07041	uncharacterized protein	""	""	9	-0.044	0.386	-0.044	-0.11	0.386	0.236	-0.221	0.236	0.032	-0.11	1.677	-0.221	-0.575	-0.821	1.17
K07043	K07043	upp	UTP pyrophosphatase [EC:3.6.1.-]	""	map00240 Pyrimidine metabolism,map01100 Metabolic pathways,map01232 Nucleotide metabolism	48	-0.939	-0.501	-0.508	1.453	0.926	1.082	1.577	-0.653	-0.861	1.453	-0.666	1.188	-1.502	-1.785	1.632
K07045	K07045	K07045	uncharacterized protein	""	""	9	-0.044	0.386	1.663	0.364	0.386	0.236	-0.221	0.236	0.032	-0.11	-0.169	-0.221	-0.575	0.222	0.176
K07046	K07046	K07046	L-fuconolactonase [EC:3.1.1.-]	""	map00051 Fructose and mannose metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments	2	0.562	0.991	0.562	0.496	0.991	0.842	0.386	0.842	0.638	1.294	0.438	0.386	0.034	-0.208	1.106
K07048	K07048	PTER, php	phosphotriesterase-related protein	""	""	7	0.066	1.294	0.58	0	2.036	0.346	-0.11	1.674	0.142	0.497	-0.058	-0.11	-0.464	-0.709	-0.158
K07052	K07052	K07052	CAAX protease family protein	""	""	106	0.424	-0.008	0.424	-1.653	-0.008	-0.437	0.602	0.142	-0.963	0.49	0.549	0.602	0.961	1.213	-2.328
K07053	K07053	E3.1.3.97	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	""	""	52	1.319	0.868	-0.568	1.39	0.868	1.023	-1.183	-0.711	1.237	1.39	-1.128	1.512	-1.567	-1.857	1.566
K07054	K07054	K07054	uncharacterized protein	""	""	44	1.445	0.987	-0.879	1.519	-0.442	-0.593	-1.061	-0.593	0.466	1.519	0.29	-1.061	-1.437	0.364	-1.11
K07058	K07058	K07058	membrane protein	""	""	107	-2.015	-0.034	0.398	0.464	-0.034	0.116	0.575	0.116	0.321	0.464	-0.297	0.575	0.934	0.826	-2.376
K07061	K07061	cmr1	CRISPR-associated protein Cmr1	""	""	9	-0.044	0.386	-0.044	-0.11	0.386	0.236	-0.221	0.236	0.032	0.364	0.293	-0.221	-0.575	-0.821	2.124
K07062	K07062	fitB	toxin FitB [EC:3.1.-.-]	""	""	10	-0.092	0.339	-0.092	0.309	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.216	3.169	-0.623	-0.87	-0.316
K07161	K07062	K07161	uncharacterized protein	""	""	10	-0.092	0.339	-0.092	0.309	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.216	3.169	-0.623	-0.87	-0.316
K07064	K07064	K07064	uncharacterized protein	""	""	4	1.47	1.606	0.299	0.233	0.729	0.579	0.123	0.579	0.375	0.809	0.175	0.123	-0.229	-0.472	0.076
K07066	K07066	K07066	uncharacterized protein	""	""	2	0.562	0.991	0.562	0.496	0.991	0.842	0.386	0.842	0.638	0.496	0.438	0.386	1.487	-0.208	0.339
K07067	K07067	disA	diadenylate cyclase [EC:2.7.7.85]	""	""	22	1.916	1.406	-0.473	-0.539	1.406	1.574	-0.651	-0.191	-0.396	-0.539	-0.598	2.168	-1.011	-1.265	-0.699
K07069	K07069	K07069	uncharacterized protein	""	""	6	0.132	0.562	1.591	0.066	0.562	2.382	-0.044	0.412	0.208	0.066	0.008	-0.044	-0.398	-0.642	-0.092
K07071	K07071	K07071	uncharacterized protein	""	""	22	-0.473	1.406	1.481	-0.539	1.406	-0.191	-0.651	-0.191	1.817	2.005	-0.598	-0.243	-1.011	-1.265	-0.699
K07074	K07074	K07074	uncharacterized protein	""	""	10	-0.092	0.339	0.392	1.079	0.339	0.189	-0.269	0.189	-0.015	-0.158	-0.216	-0.269	1.075	-0.87	-0.316
K07075	K07075	K07075	uncharacterized protein	""	""	22	1.481	1.406	-0.473	-0.109	-0.04	0.385	-0.651	-0.191	0.076	-0.109	-0.181	2.168	-0.643	-1.265	-0.699
K07076	K07076	K07076	uncharacterized protein	""	""	3	0.412	0.842	0.412	0.989	0.842	0.692	0.236	0.692	1.903	0.346	0.288	0.236	-0.116	-0.359	0.189
K07077	K07077	K07077	uncharacterized protein	""	""	3	0.412	0.842	1.775	0.346	0.842	0.692	0.236	0.692	0.488	0.989	0.288	0.236	-0.116	-0.359	0.189
K07078	K07078	K07078	uncharacterized protein	""	""	31	-0.66	-0.226	0.838	1.353	-0.226	-0.377	1.907	-0.377	-0.583	-0.727	-0.787	-0.84	-1.206	0.432	-0.889
K07080	K07080	K07080	uncharacterized protein	""	""	3	0.412	0.842	0.412	0.989	0.842	0.692	0.236	0.692	0.488	1.674	0.288	0.236	-0.116	-0.359	0.189
K07082	K07082	K07082	UPF0755 protein	""	""	120	-0.132	-0.562	-2.775	-0.066	-0.562	-0.412	0.044	-0.412	-0.208	-0.58	-0.008	0.044	0.398	0.642	0.092
K07084	K07084	yuiF	putative amino acid transporter	""	""	26	1.804	1.312	1.372	1.473	-0.129	0.916	-0.741	-0.279	1.711	-0.629	-0.688	-0.741	-1.103	-1.36	-0.789
K07085	K07085	K07085	putative transport protein	""	""	30	1.709	1.229	-0.642	-0.709	1.229	0.832	-0.821	-0.359	1.165	1.376	1.863	-0.821	-1.186	-1.447	-0.87
K07088	K07088					92	0.715	0.28	0.715	0.782	-1.153	0.431	-0.142	0.431	-0.268	0.362	-0.226	0.12	-1.24	0.217	0.944
K07089	K07089	K07089	uncharacterized protein	""	""	80	0.909	-0.956	0.477	0.977	0.472	-1.112	-1.611	-1.112	-1.329	-1.074	-1.551	-1.611	1.47	1.749	1.141
K07090	K07090	K07090	uncharacterized protein	""	""	73	1.013	0.573	1.013	1.082	0.573	0.166	1.198	0.725	0.934	1.082	0.088	0.432	-1.224	-2.281	1.248
K07093	K07093	K07093	uncharacterized protein	""	""	16	2.136	0.119	-0.312	0.063	1.581	-0.031	-0.49	-0.031	-0.236	1.816	-0.437	-0.49	-0.847	-0.73	-0.538
K07095	K07095	K07095	uncharacterized protein	""	""	86	-1.513	-1.051	0.816	-1.588	-1.051	0.531	-1.717	0.531	-1.428	0.883	0.943	-1.717	1.369	1.641	1.046
K07096	K07096	K07096	uncharacterized protein	""	""	4	0.299	0.729	0.299	0.233	0.729	0.579	0.123	0.579	0.375	0.233	2.375	0.123	-0.229	-0.472	0.076
K07098	K07098	K07098	uncharacterized protein	""	""	65	1.128	0.685	-0.757	1.198	0.685	-0.336	1.316	-0.894	-0.212	1.198	1.26	1.316	-1.779	-1.763	1.367
K07104	K07104	catE	catechol 2,3-dioxygenase [EC:1.13.11.2]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	map00361 Chlorocyclohexane and chlorobenzene degradation,map00362 Benzoate degradation,map00622 Xylene degradation,map00643 Styrene degradation,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01220 Degradation of aromatic compounds	52	-0.998	-0.559	1.319	-1.067	-0.559	-0.711	1.512	1.023	-0.92	-1.067	-1.128	-1.183	0.851	0.518	-1.233
K07105	K07105	K07105	uncharacterized protein	""	""	61	-1.128	-0.685	-0.287	-1.198	-0.685	0.336	-1.316	0.894	-1.049	-1.198	0.266	-1.316	1.779	2.103	-1.367
K07106	K07106	murQ	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	""	map00520 Amino sugar and nucleotide sugar metabolism,map01100 Metabolic pathways	26	-0.562	-0.129	1.804	1.888	1.312	0.292	-0.741	1.476	1.711	-0.203	-0.275	-0.741	-1.103	-1.36	-0.789
K07107	K07107	ybgC	acyl-CoA thioester hydrolase [EC:3.1.2.-]	""	""	75	-1.334	-0.882	0.984	1.052	0.544	0.697	1.168	-1.037	0.905	1.052	1.113	1.168	-1.957	-0.71	1.218
K07108	K07108	K07108	uncharacterized protein	""	""	15	-0.281	0.15	-0.281	-0.347	1.616	0	-0.458	0	-0.204	1.865	-0.406	1.38	-0.433	-1.065	-0.506
K16247	K07108	gutR	LuxR family transcriptional regulator, glucitol operon activator	""	""	15	-0.281	0.15	-0.281	-0.347	1.616	0	-0.458	0	-0.204	1.865	-0.406	1.38	-0.433	-1.065	-0.506
K07110	K07110	ramB	XRE family transcriptional regulator, fatty acid utilization regulator	""	""	13	-0.213	0.218	-0.213	0.172	1.693	0.068	-0.39	0.068	-0.136	2.418	0.511	-0.39	-0.357	-0.994	-0.438
K07112	K07112	K07112	uncharacterized protein	""	""	29	-0.622	1.249	1.732	-0.266	-0.189	-0.339	-0.401	-0.339	1.641	1.813	-0.748	-0.802	-1.166	-0.36	0.171
K07113	K07113	fxsA	UPF0716 protein FxsA	""	""	10	-0.092	0.339	0.392	2.237	0.339	0.189	-0.269	0.189	1.388	-0.158	-0.216	-0.269	-0.623	-0.87	-0.316
K07114	K07114	yfbK	Ca-activated chloride channel homolog	""	""	54	1.289	0.839	1.289	0.553	0.839	0.436	-1.212	-0.74	1.207	-0.683	1.423	-1.212	-1.247	-0.602	1.534
K07116	K07116	pvdQ, quiP	acyl-homoserine-lactone acylase [EC:3.5.1.97]	""	""	15	-0.281	0.15	-0.281	-0.347	0.15	0	2.099	0	-0.204	2.294	-0.406	-0.458	-0.815	-1.065	-0.506
K07117	K07117	K07117	uncharacterized protein	""	""	14	-0.248	0.183	0.216	0.133	0.183	1.267	-0.425	0.033	-0.171	-0.314	-0.373	-0.425	-0.782	-1.03	2.72
K07118	K07118	K07118	uncharacterized protein	""	""	22	-0.473	1.406	-0.473	1.587	-0.04	0.385	-0.243	-0.191	-0.396	-0.109	-0.598	1.377	-1.011	-1.265	0.56
K07119	K07119	PTGR3, ZADH2	prostaglandin reductase 3 [EC:1.3.1.48]	""	""	15	-0.281	0.15	1.74	0.097	1.616	0	-0.458	0	-0.204	2.294	-0.406	-0.458	-0.815	-1.065	-0.506
K07120	K07120	K07120	uncharacterized protein	""	""	9	-0.044	0.386	2.64	0.364	0.386	1.52	-0.221	0.236	0.032	-0.11	-0.169	-0.221	-0.575	-0.821	-0.269
K07124	K07124	K07124	uncharacterized protein	""	""	91	0.732	0.297	0.732	-1.27	0.297	0.448	0.913	0.448	-1.065	0.799	-1.753	-1.046	1.281	1.547	-1.877
K07125	K07125	K07125	uncharacterized protein	""	""	12	-0.175	0.255	-0.175	-0.242	0.255	0.105	-0.352	0.105	2.225	2.495	-0.3	-0.352	-0.708	-0.955	-0.4
K14940	K07125	cofF	gamma-F420-2:alpha-L-glutamate ligase [EC:6.3.2.32]	""	map00680 Methane metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments	12	-0.175	0.255	-0.175	-0.242	0.255	0.105	-0.352	0.105	2.225	2.495	-0.3	-0.352	-0.708	-0.955	-0.4
K18310	K07125	RIMKLB, NAAGS-I	beta-citrylglutamate/N-acetylaspartylglutamate synthase [EC:6.3.1.17 6.3.2.41]	""	map00250 Alanine, aspartate and glutamate metabolism,map01100 Metabolic pathways	12	-0.175	0.255	-0.175	-0.242	0.255	0.105	-0.352	0.105	2.225	2.495	-0.3	-0.352	-0.708	-0.955	-0.4
K07126	K07126	K07126	uncharacterized protein	""	""	47	-0.924	-0.486	-0.079	1.469	-0.486	1.097	1.594	-0.638	1.313	-0.992	0.479	-1.107	-0.571	-0.882	1.649
K07130	K07130	kynB	arylformamidase [EC:3.5.1.9]	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	map00380 Tryptophan metabolism,map00630 Glyoxylate and dicarboxylate metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	47	-0.924	-0.486	0.968	-0.578	-0.486	-0.638	1.594	1.097	-0.846	-0.992	-1.053	-1.107	-1.133	1.754	-1.157
K07132	K07132	MuB	ATP-dependent target DNA activator	""	""	12	-0.175	0.255	0.74	1.267	0.255	0.105	-0.352	0.105	0.869	0.962	0.143	-0.352	-0.708	-0.955	-0.4
K07133	K07133	K07133	uncharacterized protein	""	""	97	-0.558	-1.249	0.622	-1.399	0.189	0.339	0.802	0.339	-0.739	-1.813	0.748	-1.563	1.166	1.426	0.85
K07137	K07137	K07137	uncharacterized protein	""	""	22	-0.473	-0.04	-0.473	-0.109	-0.04	1.574	-0.651	-0.191	-0.396	-0.539	2.088	-0.651	-1.011	-1.265	2.244
K07139	K07139	K07139	uncharacterized protein	""	""	75	-1.334	-0.882	0.984	-1.406	-0.882	0.137	-1.528	-1.037	-1.252	-1.406	1.113	-1.528	1.551	1.839	1.218
K07141	K07141	mocA	molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]	""	map00790 Folate biosynthesis,map01100 Metabolic pathways	14	-0.248	0.183	0.216	0.133	1.653	0.033	-0.425	0.033	-0.171	-0.314	-0.373	-0.425	-0.782	-1.03	2.72
K07146	K07146	K07146	UPF0176 protein	""	""	73	-1.304	-0.853	1.013	-0.963	-0.853	-1.008	-1.497	0.725	-1.222	1.082	-1.439	1.198	0.889	1.875	-1.55
K07147	K07147	msrP	methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]	""	""	16	1.255	1.581	-0.312	0.063	0.119	-0.031	-0.49	-0.031	-0.236	-0.379	-0.437	2.447	-0.847	-1.097	-0.538
K07148	K07148	K07148	uncharacterized protein	""	""	14	2.236	1.653	0.996	-0.314	1.653	0.033	-0.425	0.033	-0.171	0.133	-0.373	-0.425	-0.782	-1.03	-0.473
K07150	K07150	K07150	uncharacterized protein	""	""	47	-0.924	-0.486	-0.492	-0.992	-0.486	-0.077	1.594	1.097	0.052	-0.992	-1.053	-1.107	-1.486	0.893	1.267
K07154	K07154	hipA	serine/threonine-protein kinase HipA [EC:2.7.11.1]	""	""	17	0.544	1.548	-0.342	0.031	0.089	1.158	-0.52	-0.061	0.215	-0.408	1.168	0.806	-0.877	-1.128	-0.567
K07156	K07156	copC, pcoC	copper resistance protein C	""	""	15	-0.281	0.15	1.74	0.097	0.15	0	-0.458	0	-0.204	2.294	-0.406	0.359	-0.815	-1.065	-0.506
K07160	K07160	pxpA	5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]	""	map00480 Glutathione metabolism,map01100 Metabolic pathways	39	-0.799	-0.364	1.531	-0.052	1.067	0.667	-0.98	-0.515	-0.263	1.606	-0.927	1.736	-1.352	-1.622	1.794
K07164	K07164	K07164	uncharacterized protein	""	""	25	1.83	1.334	-0.54	-0.607	1.334	-0.258	-0.719	-0.258	-0.463	1.915	1.994	-0.719	-1.081	-1.338	-0.767
K07166	K07166	K07166	ACT domain-containing protein	""	""	79	-1.396	-0.941	-0.968	0.578	-0.941	-0.54	-1.594	-1.097	-0.052	-1.469	-1.534	1.107	1.486	1.767	1.157
K07171	K07171	mazF, ndoA, chpA	mRNA interferase MazF [EC:3.1.-.-]	""	""	22	-0.473	1.406	1.916	-0.109	-0.04	-0.191	0.142	1.574	-0.396	-0.539	-0.598	-0.651	0.277	-0.91	0.079
K07172	K07172	mazE, chpAI	antitoxin MazE	""	""	3	0.412	0.842	1.072	0.989	0.842	0.692	0.857	0.692	0.488	0.346	0.288	0.236	-0.116	-0.359	0.189
K07173	K07173	luxS	S-ribosylhomocysteine lyase [EC:4.4.1.21]	Cysteine biosynthesis, methionine => cysteine	map00270 Cysteine and methionine metabolism,map01100 Metabolic pathways,map01230 Biosynthesis of amino acids,map02024 Quorum sensing,map02026 Biofilm formation - Escherichia coli,map05111 Biofilm formation - Vibrio cholerae	108	0.37	-0.061	0.37	0	-0.061	0.089	0.548	0.089	0.294	-2.151	0.495	0.548	0.906	1.158	-2.428
K07175	K07175	phoH2	PhoH-like ATPase	""	""	14	-0.248	0.183	0.216	0.133	1.653	0.033	-0.425	0.033	-0.171	2.352	0.766	-0.425	-0.782	-1.03	-0.473
K07177	K07177	K07177	Lon-like protease	""	""	79	0.924	0.486	-0.968	-1.469	0.486	-1.097	-1.594	0.638	-1.313	0.992	-1.534	1.107	1.486	1.767	-1.649
K07184	K07184	ygiM	SH3 domain protein	""	""	34	-0.715	1.153	-0.715	-0.782	1.153	-0.431	0.579	-0.431	1.538	1.703	-0.841	1.447	-1.263	-0.335	-0.944
K07192	K07192	FLOT	flotillin	""	map04910 Insulin signaling pathway	55	1.274	0.825	-0.612	0.538	-0.601	-0.195	-1.227	-0.754	1.192	0.538	-1.172	-1.227	-1.615	0.542	1.519
K07213	K07213	ATOX1, ATX1, copZ, golB	copper chaperone	""	map04978 Mineral absorption	77	-1.365	-0.912	0.954	1.023	-0.912	0.668	1.138	0.668	0.876	1.023	1.083	-1.561	-1.299	-0.105	1.188
K07214	K07214	fes	iron(III)-enterobactin esterase [EC:3.1.1.108]	""	""	30	1.709	0.515	1.709	-0.709	1.229	-0.359	-0.821	-0.359	-0.564	-0.709	1.07	1.931	-1.186	-1.447	-0.87
K07217	K07217	K07217	Mn-containing catalase	""	""	7	0.066	0.496	0.58	0.497	0.496	0.346	-0.11	0.346	0.142	2.165	-0.058	-0.11	-0.464	-0.709	-0.158
K07219	K07219	K07219	putative molybdopterin biosynthesis protein	""	""	9	-0.044	0.386	-0.044	0.364	0.386	0.236	-0.221	0.236	0.032	-0.11	-0.169	2.968	-0.575	-0.821	-0.269
K07220	K07220	K07220	uncharacterized protein	""	""	43	1.462	-0.426	1.462	-0.515	-0.426	-0.578	-1.045	-0.578	1.378	1.124	-0.991	1.663	-1.42	-1.695	1.719
K07221	K07221	oprO_P	phosphate-selective porin OprO and OprP	""	""	5	0.208	0.638	0.208	0.142	0.638	0.488	0.032	0.488	0.285	0.142	2.571	0.032	-0.321	-0.564	-0.015
K09516	K07221	RETSAT	all-trans-retinol 13,14-reductase [EC:1.3.99.23]	""	map00830 Retinol metabolism	5	0.208	0.638	0.208	0.142	0.638	0.488	0.032	0.488	0.285	0.142	2.571	0.032	-0.321	-0.564	-0.015
K11054	K07221	cylI	CylI protein	""	""	5	0.208	0.638	0.208	0.142	0.638	0.488	0.032	0.488	0.285	0.142	2.571	0.032	-0.321	-0.564	-0.015
K14669	K07221	whiEV	minimal PKS acyl carrier protein	""	""	5	0.208	0.638	0.208	0.142	0.638	0.488	0.032	0.488	0.285	0.142	2.571	0.032	-0.321	-0.564	-0.015
K18687	K07221	fadD3	HIP---CoA ligase [EC:6.2.1.41]	""	map00984 Steroid degradation,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments	5	0.208	0.638	0.208	0.142	0.638	0.488	0.032	0.488	0.285	0.142	2.571	0.032	-0.321	-0.564	-0.015
K07222	K07222	K07222	putative flavoprotein involved in K+ transport	""	""	8	0.008	0.438	0.509	-0.058	0.438	0.288	-0.169	0.288	0.084	3.074	-0.117	-0.169	-0.523	-0.768	-0.216
K14274	K07222	xylC	xylono-1,5-lactonase [EC:3.1.1.110]	""	map00040 Pentose and glucuronate interconversions,map01100 Metabolic pathways	8	0.008	0.438	0.509	-0.058	0.438	0.288	-0.169	0.288	0.084	3.074	-0.117	-0.169	-0.523	-0.768	-0.216
K07223	K07223	yfeX	porphyrinogen peroxidase [EC:1.11.1.-]	""	""	23	-0.496	1.381	-0.496	1.556	-0.064	-0.214	-0.674	-0.214	-0.419	-0.563	-0.622	1.736	-1.035	-1.29	1.164
K07224	K07224	efeO	iron uptake system component EfeO	""	""	67	-1.215	0.657	-0.058	0.756	-0.769	-0.365	0.896	-0.922	-0.241	-0.873	-1.348	0.045	-0.119	1.986	-1.457
K07227	K07227	chuX	heme iron utilization protein	""	""	8	0.008	0.438	0.008	1.985	0.438	0.288	-0.169	0.288	1.542	-0.058	-0.117	-0.169	-0.523	-0.768	-0.216
K07230	K07230	p19, ftrA	periplasmic iron binding protein	""	""	12	2.36	0.255	-0.175	-0.242	0.255	1.354	-0.352	0.105	1.752	-0.242	-0.3	-0.352	-0.708	-0.955	-0.4
K07234	K07234	K07234	uncharacterized protein involved in response to NO	""	""	9	-0.044	0.386	0.447	2.365	0.386	0.236	-0.221	0.236	1.036	-0.11	-0.169	-0.221	-0.575	-0.821	-0.269
K07238	K07238	TC.ZIP, zupT, ZRT3, ZIP2	zinc transporter, ZIP family	""	""	48	-0.939	-0.501	0.952	1.041	-0.501	-0.653	-1.123	-0.653	-0.861	1.453	-0.283	-1.123	-1.149	1.507	-1.172
K07240	K07240	chrA	chromate transporter	""	""	12	-0.175	0.255	0.297	0.214	0.255	1.926	-0.352	0.105	-0.099	-0.242	2.199	-0.352	-0.708	-0.955	-0.4
