OTU	isolate	Genus	lable	percentage_identity	alignment_length
KF064207.1.1375	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ465263.1.1392	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
EU432160.1.1564	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JF149884.1.1368	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF120744.1.1368	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
FJ823151.1.1442	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JQ404454.1.1248	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF219202.1.1370	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
HE681318.1.1546	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
GU432146.1.1216	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
KF082963.1.1373	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
U87828.1.1484	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
KU324927.1.1338	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.631	206
DQ016843.1.1509	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
KF098155.1.1370	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
FJ823144.1.1455	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
FJ975836.1.1366	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	98.058	206
JF189380.1.1368	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
HQ769311.1.1452	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
KF101351.1.1355	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
JF241111.1.1370	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ448796.1.1393	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
1a571c5cf5abdbe72af5b00dfa2d0e985d1883c1	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	96.117	206
JQ469269.1.1400	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.087	206
KF105666.1.1385	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.146	206
KC358398.1.1277	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF229272.1.1368	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.087	206
JF020028.1.1369	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
68a7e8fb4f9b80155dbe7b0b9339557ac58e338b	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	96.117	206
JQ455986.1.1402	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JQ471125.1.1390	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
HQ804402.1.1457	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
JQ449877.1.1409	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JQ460757.1.1415	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ448436.1.1289	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
KP975176.1.1487	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ471569.1.1377	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
AY923134.1.1554	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	98.544	206
CP003993.370114.371659	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	96.117	206
JQ446761.1.1416	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.087	206
FJ557971.1.1395	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
KF101400.1.1362	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ471209.1.1392	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
DQ016705.1.1513	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	98.544	206
JF148635.1.1370	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
FJ975971.1.1357	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
FJ975968.1.1364	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
JQ455366.1.1371	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
HM778156.1.1535	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
HQ757925.1.1438	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	98.544	206
KU978236.1.1528	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
JF089200.1.1367	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
KU324914.1.1231	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.146	206
JF134258.1.1367	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	98.058	206
KF101499.1.1379	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
KF077130.1.1368	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JQ448711.1.1414	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ460640.1.1417	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ448586.1.1407	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
LQRG01000016.144.1709	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	96.117	206
JQ456389.1.1409	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.087	206
JQ448488.1.1429	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JQ448779.1.1413	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JQ449897.1.1359	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ457660.1.1411	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
AF235052.1.1547	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.146	206
JF237655.1.1368	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
KF068553.1.1369	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF239639.1.1367	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
KF098405.1.1372	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
U87829.1.1480	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
MQRW01000077.28123.29678	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
GU045383.1.1369	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
45af3c5bcc174216615674c777d5ad03d87d62ea	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.146	206
JQ449964.1.1404	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF219022.1.1324	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF163284.1.1367	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
FJ773366.1.1414	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
LQRF01000396.3821.5386	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.087	206
JF224375.1.1373	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JF024825.1.1368	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ455719.1.1402	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
HM294863.1.1366	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
GU045381.1.1442	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	98.058	206
JQ466556.1.1412	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.087	206
ee527d957c2d5b4ab740d808cb9fc0a3fb67bf39	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	96.117	206
JF148823.1.1369	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
JF232360.1.1370	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
AB828326.1.1544	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.146	206
JQ453122.1.1401	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
HK557129.1.1351	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
e7735f5c7a6896338b22b2b98730d1967ac44a88	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.146	206
JF235744.1.1289	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
FJ773368.1.1413	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
JQ453333.1.1413	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.087	206
KF102316.1.1366	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
DQ800414.1.1407	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
DQ016729.1.1530	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF118475.1.1365	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JQ471143.1.1423	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ448802.1.1414	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
AB559671.1.1541	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.631	206
EF511169.1.1491	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
AY923135.1.1559	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	98.544	206
FJ983094.1.1542	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	100	206
KF101781.1.1363	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ448431.1.1389	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ455453.1.1415	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF414111.1.1515	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	96.602	206
JQ463830.1.1415	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
FJ558197.1.1408	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	96.602	206
HQ812905.1.1457	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	98.544	206
JF067804.1.1374	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
FJ975823.1.1358	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JF088437.1.1370	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JF150859.1.1383	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
HM250510.1.1367	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ455272.1.1412	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ448679.1.1337	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
JQ475634.1.1413	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.515	206
HQ758750.1.1456	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	97.573	206
JQ468401.1.1414	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	95.631	206
KF094892.1.1366	Streptococcus_pseudopneumoniae_20925_1_26	Streptococcus	Streptococcus pseudopneumoniae 20925_1_26	99.029	206
JQ456389.1.1409	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	96.117	206
JQ449877.1.1409	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	95.146	206
HQ758750.1.1456	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	96.602	206
KF095489.1.1369	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	99.515	206
KF101351.1.1355	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	96.602	206
JF134258.1.1367	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	96.117	206
U87828.1.1484	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	96.602	206
FJ975968.1.1364	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	96.602	206
JF163284.1.1367	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	96.602	206
HQ176225.1.1507	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	99.515	206
0d5fdaa9c449ea32447752ec8f9f5f8050c757f0	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	96.602	206
JF240847.1.1378	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	95.631	206
JF172246.1.1367	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	99.515	206
HQ818743.1.1458	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	95.631	206
KF095899.1.1367	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	95.631	206
LQRG01000016.144.1709	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	99.029	206
CP003993.370114.371659	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	99.029	206
HK557133.1.1346	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	96.602	206
KP851851.1.1537	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	95.146	206
FJ975971.1.1357	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	97.573	206
AY858521.1.1538	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	97.573	206
KF094495.1.1368	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	99.515	206
JQ446761.1.1416	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	97.087	206
JF229272.1.1368	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	97.087	206
AF235052.1.1547	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	99.029	206
KF098534.1.1371	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	99.515	206
JQ471569.1.1377	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	95.631	206
ee527d957c2d5b4ab740d808cb9fc0a3fb67bf39	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	96.117	206
KU324914.1.1231	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	100	206
JF174774.1.1371	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	99.515	206
DQ016705.1.1513	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	95.631	206
JQ466556.1.1412	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	96.117	206
GQ398430.1.1537	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	96.117	206
LQRF01000396.3821.5386	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	96.117	206
JF235744.1.1289	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	95.631	206
JQ471047.1.1395	Streptococcus_salivarius_20925_1_11	Streptococcus	Streptococcus salivarius 20925_1_11	99.515	206
