KO	symbol	name	module	pathways
K21163	sgcE5, ncsE5, kedE5	enediyne biosynthesis protein E5	9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core	map01059 Biosynthesis of enediyne antibiotics,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K21169	calE2	enediyne biosynthesis protein CalE2	10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core	map01059 Biosynthesis of enediyne antibiotics,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K21174	calE9	enediyne biosynthesis protein CalE9	10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core	map01059 Biosynthesis of enediyne antibiotics,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K21181	sgcC4, mdpC4	MIO-dependent L-tyrosine 2,3-aminomutase [EC:5.4.3.6]	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP	map01059 Biosynthesis of enediyne antibiotics,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K21183	sgcC2, mdpC2, kedY2	peptidyl carrier protein	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP	 
K21192	mdpB1	methyltransferase [EC:2.1.1.-]	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA	map01059 Biosynthesis of enediyne antibiotics,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K21217	motX	sodium-type polar flagellar protein MotX		map02040 Flagellar assembly
K21219	thiDN	hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	map00730 Thiamine metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K21253	fosA	glutathione S-transferase fosA [EC:2.5.1.18]		 
K21264	fosA2	glutathione S-transferase fosA2 [EC:2.5.1.18]		 
K21265	fosA5	glutathione S-transferase fosA5 [EC:2.5.1.18]		 
K21272	auaG	aurachin C monooxygenase/isomerase [EC:1.14.13.222]	Aurachin biosynthesis, anthranilate => aurachin A	map00998 Biosynthesis of various antibiotics,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K21273	E2.5.1.88	trans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.88]		map00900 Terpenoid backbone biosynthesis,map01110 Biosynthesis of secondary metabolites
K21275	hexs-b	hexaprenyl-diphosphate synthase large subunit [EC:2.5.1.83]		map00900 Terpenoid backbone biosynthesis,map01110 Biosynthesis of secondary metabolites
K21276	blaOXA-22	beta-lactamase class D OXA-22 [EC:3.5.2.6]		map01501 beta-Lactam resistance
K21277	blaOXA-60	beta-lactamase class D OXA-60 [EC:3.5.2.6]	Carbapenem resistance	map01501 beta-Lactam resistance
K21279	E2.5.1.132	3-deoxy-D-glycero-D-galacto-nononate 9-phosphate synthase [EC:2.5.1.132]		map00520 Amino sugar and nucleotide sugar metabolism,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars
K21285	tagB, tarB	teichoic acid glycerol-phosphate primase [EC:2.7.8.44]		map00552 Teichoic acid biosynthesis
K21288	arr2	rifampin ADP-ribosylating transferase		 
K21298	E2.4.1.333	1,2-beta-oligoglucan phosphorylase [EC:2.4.1.333]		 
K21303	wecP	UDP-GalNAc:undecaprenyl-phosphate GalNAc-1-phosphate transferase [EC:2.7.8.40]		 
K21310	mddA	methanethiol S-methyltransferase [EC:2.1.1.334]		map00920 Sulfur metabolism,map01100 Metabolic pathways
K21324	mdpK	tert-butyl alcohol monooxygenase/tert-amyl alcohol desaturase reductase		 
K21332	calS9, atmS9	dTDP-alpha-D-glucuronic acid decarboxylase [EC:1.1.1.-]		map00523 Polyketide sugar unit biosynthesis,map01110 Biosynthesis of secondary metabolites
K21344	rfaE1	D-glycero-beta-D-manno-heptose-7-phosphate kinase [EC:2.7.1.167]	ADP-L-glycero-D-manno-heptose biosynthesis	map00540 Lipopolysaccharide biosynthesis,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars
K21345	rfaE2	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [EC:2.7.7.70]	ADP-L-glycero-D-manno-heptose biosynthesis	map00540 Lipopolysaccharide biosynthesis,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars
K21349	ggs	glucosylglycerate synthase [EC:2.4.1.268]		 
K21365	wbnH, wbiN	O86/O127-antigen biosynthesis alpha-1,3-N-acetylgalactosaminyltransferase [EC:2.4.1.306]		map00542 O-Antigen repeat unit biosynthesis
K21379	vioB	dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase [EC:2.3.1.209]		map00541 O-Antigen nucleotide sugar biosynthesis,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars
K21393	yiaN	TRAP-type transport system large permease protein		 
K21394	yiaM	TRAP-type transport system small permease protein		 
K21395	yiaO	TRAP-type transport system periplasmic protein		 
K21397	K21397	ABC transport system ATP-binding/permease protein		 
K21399	ortA	2-amino-4-ketopentanoate thiolase alpha subunit [EC:2.3.1.263]		 
K21400	ortB	2-amino-4-ketopentanoate thiolase beta subunit [EC:2.3.1.263]		 
K21401	menJ	menaquinone-9 beta-reductase [EC:1.3.99.38]		 
K21402	noeI	2-O-methyltransferase [EC:2.1.1.-]		 
K21405	acoR	sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR		 
K21416	acoA	acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha [EC:1.1.1.-]		 
K21417	acoB	acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-]		 
K21420	bpt	leucyl-tRNA---protein transferase [EC:2.3.2.29]		 
K21429	impA	immunomodulating metalloprotease		 
K21430	yliI	aldose sugar dehydrogenase [EC:1.1.5.-]		 
K21431	kdc	alpha-keto-acid decarboxylase [EC:4.1.1.-]		 
K21440	ANKRD50	ankyrin repeat domain-containing protein 50		 
K21449	ata, sadA, emaA	trimeric autotransporter adhesin		 
K21453	icaR	TetR/AcrR family transcriptional regulator, biofilm operon repressor		 
K21454	tcaR	MarR family transcriptional regulator, teicoplanin-associated locus regulator		 
K21457	mppJ	phenylpyruvate C(3)-methyltransferase [EC:2.1.1.281]		 
K21459	cypM	cypemycin N-terminal methyltransferase [EC:2.1.1.301]		 
K21461	icaD	poly-beta-1,6-N-acetyl-D-glucosamine synthesis protein		 
K21462	icaC	probable poly-beta-1,6-N-acetyl-D-glucosamine export protein		 
K21463	tcaA	membrane-associated protein TcaA		 
K21464	pbpG	penicillin-binding protein 2D [EC:2.4.1.129 3.4.16.4]		map00550 Peptidoglycan biosynthesis,map01100 Metabolic pathways
K21465	pbpA	penicillin-binding protein A		map00550 Peptidoglycan biosynthesis,map01100 Metabolic pathways
K21467	pbpC	penicillin-binding protein 3		 
K21468	pbpI	penicillin-binding protein 4B		 
K21469	pbp4b	serine-type D-Ala-D-Ala carboxypeptidase [EC:3.4.16.4]		map00550 Peptidoglycan biosynthesis,map01100 Metabolic pathways
K21470	ycbB	L,D-transpeptidase YcbB		 
K21471	cwlO	peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]		 
K21472	lytH	peptidoglycan LD-endopeptidase LytH [EC:3.4.-.-]		 
K21473	ripA	peptidoglycan DL-endopeptidase RipA [EC:3.4.-.-]		 
K21478	icaB	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]		 
K21479	cbiH60	cobalt-factor III methyltransferase [EC:2.1.1.272]	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K21480	HO, pbsA1, hmuO	heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]		map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K21481	mhuD	heme oxygenase (mycobilin-producing) [EC:1.14.99.57]		 
K21486	ANKRA2	ankyrin repeat family A protein 2		 
K21487	yobL	toxin YobL [EC:3.1.-.-]		 
K21490	yokJ	antitoxin YokJ		 
K21492	yqcF	antitoxin YqcF		 
K21493	yxiD	toxin YxiD [EC:3.1.-.-]		 
K21494	yxxD	antitoxin YxxD		 
K21495	fitA	antitoxin FitA		 
K21498	higA-1	antitoxin HigA-1		 
K21512	gpA	terminase, large subunit [EC:3.1.21.4]		 
K21556	malR	CRP/FNR family transcriptional regulator, polysaccharide utilization system transcription regulator		 
K21558	cprK	CRP/FNR family transcriptional regulator, reductive dehalogenation system regulator		 
K21559	cprC	NosR/NirI family transcriptional regulator, putative reductive dehalogenation system regulator		 
K21562	flp	CRP/FNR family transcriptional regulator, anaerobic regulatory protein		 
K21567	fnr	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]		 
K21571	susE_F	starch-binding outer membrane protein SusE/F		 
K21572	susD	starch-binding outer membrane protein, SusD/RagB family		 
K21573	susC	TonB-dependent starch-binding outer membrane protein SusC		 
K21574	susB	glucan 1,4-alpha-glucosidase [EC:3.2.1.3]		map00500 Starch and sucrose metabolism,map01100 Metabolic pathways
K21575	susA	neopullulanase [EC:3.2.1.135]		 
K21576	grdD	glycine/sarcosine/betaine reductase complex component C subunit alpha [EC:1.21.4.2 1.21.4.3 1.21.4.4]		 
K21577	grdC	glycine/sarcosine/betaine reductase complex component C subunit beta [EC:1.21.4.2 1.21.4.3 1.21.4.4]		 
K21591	tarF	teichoic acid glycerol-phosphate transferase [EC:2.7.8.45]		map00552 Teichoic acid biosynthesis
K21600	csoR, ricR	CsoR family transcriptional regulator, copper-sensing transcriptional repressor		 
K21602	yiaJ	IclR family transcriptional regulator, carbohydrate utilization repressor		 
K21607	pcpD	tetrachlorobenzoquinone reductase [EC:1.1.1.404]		map00361 Chlorocyclohexane and chlorobenzene degradation,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments
K21613	scmP	N-acetylcysteine deacetylase [EC:3.5.1.-]		 
K21636	nrdD	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]		map00230 Purine metabolism,map00240 Pyrimidine metabolism,map01100 Metabolic pathways,map01232 Nucleotide metabolism
K21645	hypT, qseD	LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT		 
K21672	ord	2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]		map00310 Lysine degradation,map00330 Arginine and proline metabolism,map00470 D-Amino acid metabolism,map01100 Metabolic pathways
K21677	hpnE	hydroxysqualene dehydroxylase [EC:1.17.8.1]		 
K21679	hpnC	hydroxysqualene synthase [EC:4.2.3.156]		 
K21680	E1.1.1.137	ribulose-5-phosphate 2-dehydrogenase [EC:1.1.1.137]		map00040 Pentose and glucuronate interconversions,map01100 Metabolic pathways
K21681	bcs1	ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase [EC:1.1.1.405 2.7.7.40]		map00040 Pentose and glucuronate interconversions,map01100 Metabolic pathways
K21685	ramA	LuxR family transcriptional regulator, regulator of acetate metabolism		 
K21686	prpR	XRE family transcriptional regulator, fatty acid utilization regulator		 
K21687	rpfA	resuscitation-promoting factor RpfA		 
K21688	rpfB	resuscitation-promoting factor RpfB		 
K21689	rpfC	resuscitation-promoting factor RpfC		 
K21690	rpfD	resuscitation-promoting factor RpfD		 
K21691	rpfE	resuscitation-promoting factor RpfE		 
K21700	bauB	beta-alanine degradation protein BauB		 
K21701	btr	AraC family transcriptional regulator, transcriptional activator for feuABC-ybbA operon		 
K21703	cbbR, cmpR, ndhR	LysR family transcriptional regulator, low CO2-responsive transcriptional regulator		 
K21711	pycR	LysR family transcriptional regulator, putative pyruvate carboxylase regulator		 
K21721	sbnB	N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase [EC:1.5.1.51]	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	map00997 Biosynthesis of various other secondary metabolites,map00998 Biosynthesis of various antibiotics,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K21724	ndmC	7-methylxanthine demethylase [EC:1.14.13.128]	Caffeine degradation, caffeine => xanthine	map00232 Caffeine metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments
K21739	rclA	probable pyridine nucleotide-disulfide oxidoreductase		 
K21741	rclC	reactive chlorine resistance protein C		 
K21744	tipA	MerR family transcriptional regulator, thiopeptide resistance regulator		 
K21749	CMAS	N-acylneuraminate/3-deoxy-D-glycero-D-galacto-nononate cytidylyltransferase [EC:2.7.7.43 2.7.7.92]		map00520 Amino sugar and nucleotide sugar metabolism,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars
K21750	E2.7.7.92	3-deoxy-D-glycero-D-galacto-nononate cytidylyltransferase [EC:2.7.7.92]		map00520 Amino sugar and nucleotide sugar metabolism,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars
K21786	pigF, redI	4-hydroxy-2,2'-bipyrrole-5-carbaldehyde O-methyltransferase [EC:2.1.1.-]	Prodigiosin biosynthesis, L-proline => prodigiosin	map00333 Prodigiosin biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K21793	redK	oxidoreductase	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin	map00333 Prodigiosin biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K21828	arcR	CRP/FNR family transcriptional regulator, arginine deiminase pathway regulator		 
K21830	pchP	phosphorylcholine phosphatase		 
K21834	dgcB	dimethylglycine catabolism B		 
K21885	cmtR	ArsR family transcriptional regulator, cadmium/lead-responsive transcriptional repressor		 
K21886	nmtR	ArsR family transcriptional regulator, nickel/cobalt-responsive transcriptional repressor		 
K21887	ctpJ, nmtA	cation-transporting P-type ATPase J [EC:7.2.2.-]		 
K21898	orr	ornithine racemase [EC:5.1.1.12]	Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A	map00470 D-Amino acid metabolism,map00997 Biosynthesis of various other secondary metabolites,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K21900	cysL	LysR family transcriptional regulator, transcriptional activator of the cysJI operon		 
K21903	cadC, smtB	ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor		 
K21919	KCTD9	BTB/POZ domain-containing protein KCTD9		 
K21929	udg	uracil-DNA glycosylase [EC:3.2.2.27]		map03410 Base excision repair
K21935	ablB	beta-lysine N6-acetyltransferase [EC:2.3.1.264]		 
K21936	chuW	anaerobilin synthase [EC:2.1.1.342]		 
K21948	otnK	3-dehydrotetronate 4-kinase [EC:2.7.1.217]		 
K21949	sbnA	N-(2-amino-2-carboxyethyl)-L-glutamate synthase [EC:2.5.1.140]	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	map00997 Biosynthesis of various other secondary metabolites,map00998 Biosynthesis of various antibiotics,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K21960	ytlI	LysR family transcriptional regulator, regulator of the ytmI operon		 
K21961	ethR, etaR	TetR/AcrR family transcriptional regulator, ethionamide resistance regulator		 
K21962	acnR	TetR/AcrR family transcriptional regulator, transcriptional repressor of aconitase		 
K21977	coaB	phosphopantothenate---cysteine ligase (CTP) [EC:6.3.2.5]	Coenzyme A biosynthesis, pantothenate => CoA	map00770 Pantothenate and CoA biosynthesis,map01240 Biosynthesis of cofactors
K21990	yfdC	formate-nitrite transporter family protein		 
K21993	fdhC	formate transporter		 
K22003	ais	aconitate Delta-isomerase [EC:5.3.3.7]		map00660 C5-Branched dibasic acid metabolism,map01100 Metabolic pathways
K22010	pdtaR	two-component system, response regulator PdtaR		 
K22014	Nu1, Noh	terminase small subunit / prophage DNA-packing protein		 
K22015	fdhF	formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	map00680 Methane metabolism,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism
K22024	pdxA2	4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase [EC:1.1.1.408 1.1.1.409]		 
K22025	denD	D-erythronate 2-dehydrogenase [EC:1.1.1.410]		 
K22026	K22026	nucleoside kinase [EC:2.7.1.73 2.7.1.213 2.7.1.-]		map00230 Purine metabolism,map00240 Pyrimidine metabolism,map01100 Metabolic pathways,map01232 Nucleotide metabolism
K22042	hlyU	ArsR family transcriptional regulator, virulence genes transcriptional regulator		 
K22043	czrA	ArsR family transcriptional regulator, zinc-responsive transcriptional repressor		 
K22044	ybiO	moderate conductance mechanosensitive channel		 
K22051	mscM, bspA	miniconductance mechanosensitive channel		 
K22066	BOLA1	BolA-like protein 1		 
K22067	nasS	two-component system, oxyanion-binding sensor		 
K22073	IBA57	transferase CAF17, mitochondrial [EC:2.1.-.-]		 
K22100	trpF	2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one isomerase/dehydratase [EC:4.2.1.160]	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	map00790 Folate biosynthesis,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K22103	glcR	DeoR family transcriptional regulator, carbon catabolite repression regulator		 
K22104	nanR	GntR family transcriptional regulator, sialic acid-inducible nan operon repressor		 
K22105	fabR	TetR/AcrR family transcriptional regulator, fatty acid biosynthesis regulator		 
K22106	fatR, bscR	TetR/AcrR family transcriptional regulator, repressor of fatR-cypB operon		 
K22109	gbsR	HTH-type transcriptional regulator, glycine betaine synthesis regulator		 
K22110	kdgM, kdgN, nanC, ompL	oligogalacturonate-specific porin family protein		 
K22111	nanS	9-O-acetyl-N-acetylneuraminic acid deacetylase		 
K22114	ddaF	dapdiamide synthase [EC:6.3.2.47]	Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C	map00998 Biosynthesis of various antibiotics,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K22116	capC, pgsC	gamma-polyglutamate biosynthesis protein CapC	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	 
K22129	dtnK, denK	D-threonate/D-erythronate kinase [EC:2.7.1.219 2.7.1.220]		 
